"source","client","idx","dt_ns"
"present","workspace","227","16300600"
"present","workspace","228","15896300"
"present","workspace","229","16474500"
"present","workspace","230","17901500"
"present","workspace","231","16301200"
"present","workspace","232","16019300"
"present","workspace","233","16165300"
"present","workspace","234","16909600"
"present","workspace","235","17717500"
"present","workspace","236","15688600"
"present","workspace","237","16030000"
"present","workspace","238","18012100"
"present","workspace","239","16095400"
"present","workspace","240","16021200"
"present","workspace","241","16910900"
"present","workspace","242","18202400"
"present","workspace","243","15882700"
"present","workspace","244","17185700"
"present","workspace","245","16777200"
"present","workspace","246","16036600"
"present","workspace","247","23614400"
"present","workspace","248","14265900"
"present","workspace","249","14089700"
"present","workspace","250","15834200"
"present","workspace","251","14874700"
"present","workspace","252","16999300"
"present","workspace","253","16505600"
"present","workspace","254","16331500"
"present","workspace","255","16991400"
"present","workspace","256","15808200"
"present","workspace","257","18101000"
"present","workspace","258","17004700"
"present","workspace","259","15509300"
"present","workspace","260","17113800"
"present","workspace","261","15879600"
"present","workspace","262","18071400"
"present","workspace","263","15955200"
"present","workspace","264","16078700"
"present","workspace","265","17284800"
"present","workspace","266","17198300"
"present","workspace","267","16074400"
"present","workspace","268","17008200"
"present","workspace","269","15899300"
"present","workspace","270","17857900"
"present","workspace","271","15492100"
"present","workspace","272","16025600"
"present","workspace","273","17066700"
"present","workspace","274","18019900"
"present","workspace","275","14961300"
"present","workspace","276","17032200"
"present","workspace","277","17468000"
"present","workspace","278","17149800"
"present","workspace","279","17195100"
"present","workspace","280","15722700"
"present","workspace","281","16927800"
"present","workspace","282","15593500"
"present","workspace","283","17749300"
"present","workspace","284","15852000"
"present","workspace","285","17068200"
"present","workspace","286","17027200"
"present","workspace","287","16921300"
"present","workspace","288","14982400"
"present","workspace","289","16976900"
"present","workspace","290","17477200"
"present","workspace","291","16184700"
"present","workspace","292","18655100"
"present","workspace","293","14173700"
"present","workspace","294","17930200"
"present","workspace","295","17551900"
"present","workspace","296","16149700"
"present","workspace","297","15337900"
"present","workspace","298","17861500"
"present","workspace","299","15335600"
"present","workspace","300","17574100"
"present","workspace","301","16493500"
"present","workspace","302","18104900"
"present","workspace","303","13979500"
"present","workspace","304","25190200"
"present","workspace","305","26594200"
"present","workspace","306","22537200"
"present","workspace","307","14506400"
"present","workspace","308","15225700"
"present","workspace","309","15435800"
"present","workspace","310","13859800"
"present","workspace","311","14016500"
"present","workspace","312","13999700"
"present","workspace","313","14697800"
"present","workspace","314","14590800"
"present","workspace","315","14281600"
"present","workspace","316","14999700"
"present","workspace","317","14942800"
"present","workspace","318","16035600"
"present","workspace","319","16543700"
"present","workspace","320","15892200"
"present","workspace","321","17276500"
"present","workspace","322","15962900"
"present","workspace","323","17828400"
"present","workspace","324","17213000"
"present","workspace","325","14865200"
"present","workspace","326","17447800"
"present","workspace","327","15957900"
"present","workspace","328","16935300"
"present","workspace","329","17829200"
"present","workspace","330","15358900"
"present","workspace","331","17546000"
"present","workspace","332","15456700"
"present","workspace","333","17599700"
"present","workspace","334","16018100"
"present","workspace","335","17196900"
"present","workspace","336","17059600"
"present","workspace","337","16913200"
"present","workspace","338","15436000"
"present","workspace","339","18132100"
"present","workspace","340","16856700"
"present","workspace","341","16020700"
"present","workspace","342","16971800"
"present","workspace","343","16640300"
"present","workspace","344","16779900"
"present","workspace","345","16059000"
"present","workspace","346","16032300"
"present","workspace","347","16984100"
"present","workspace","348","16114300"
"present","workspace","349","18060500"
"present","workspace","350","16051800"
"present","workspace","351","16961300"
"present","workspace","352","17071200"
"present","workspace","353","16087300"
"present","workspace","354","15970100"
"present","workspace","355","17794800"
"present","workspace","356","16040800"
"present","workspace","357","15962900"
"present","workspace","358","18024600"
"present","workspace","359","15953600"
"present","workspace","360","16739400"
"present","workspace","361","15856000"
"present","workspace","362","18539700"
"present","workspace","363","14928800"
"present","workspace","364","16988700"
"present","workspace","365","16201100"
"present","workspace","366","17265300"
"present","workspace","367","15914200"
"present","workspace","368","18030100"
"present","workspace","369","17010700"
"present","workspace","370","15982100"
"present","workspace","371","16053500"
"present","workspace","372","18032500"
"present","workspace","373","15785400"
"present","workspace","374","17206900"
"present","workspace","375","16642600"
"present","workspace","376","15997300"
"present","workspace","377","17050500"
"present","workspace","378","15936100"
"present","workspace","379","17145700"
"present","workspace","380","16891400"
"present","workspace","381","17057400"
"present","workspace","382","16938700"
"present","workspace","383","15612600"
"present","workspace","384","16227300"
"present","workspace","385","16503100"
"present","workspace","386","18770200"
"present","workspace","387","14788200"
"present","workspace","388","17892700"
"present","workspace","389","16897800"
"present","workspace","390","16146800"
"present","workspace","391","16093400"
"present","workspace","392","16993200"
"present","workspace","393","16852800"
"present","workspace","394","15984500"
"present","workspace","395","17872000"
"present","workspace","396","15394900"
"present","workspace","397","16813300"
"present","workspace","398","16999100"
"present","workspace","399","17054500"
"present","workspace","400","16834700"
"present","workspace","401","15113900"
"present","workspace","402","17055800"
"present","workspace","403","17146000"
"present","workspace","404","16852400"
"present","workspace","405","16995200"
"present","workspace","406","16001400"
"present","workspace","407","16624700"
"present","workspace","408","16445500"
"present","workspace","409","17075300"
"present","workspace","410","17382900"
"present","workspace","411","16061400"
"present","workspace","412","16024600"
"present","workspace","413","17957500"
"present","workspace","414","14957600"
"present","workspace","415","17036400"
"present","workspace","416","16522200"
"present","workspace","417","17111500"
"present","workspace","418","17002300"
"present","workspace","419","16593800"
"present","workspace","420","16834900"
"present","workspace","421","16140400"
"present","workspace","422","17025200"
"present","workspace","423","15895000"
"present","workspace","424","17249400"
"present","workspace","425","16036700"
"present","workspace","426","16968300"
"present","workspace","427","16951600"
"present","workspace","428","17509300"
"present","workspace","429","15929600"
"present","workspace","430","17025300"
"present","workspace","431","16937800"
"present","workspace","432","16883300"
"present","workspace","433","15026100"
"present","workspace","434","17312600"
"present","workspace","435","16021300"
"present","workspace","436","17829900"
"present","workspace","437","16906500"
"present","workspace","438","16773700"
"present","workspace","439","14968200"
"present","workspace","440","17586600"
"present","workspace","441","16145500"
"present","workspace","442","18170600"
"present","workspace","443","15647100"
"present","workspace","444","17137800"
"present","workspace","445","16389000"
"present","workspace","446","16527100"
"present","workspace","447","16539200"
"present","workspace","448","16042000"
"present","workspace","449","17862300"
"present","workspace","450","17057500"
"present","workspace","451","14990600"
"present","workspace","452","16988500"
"present","workspace","453","18012200"
"present","workspace","454","15530800"
"present","workspace","455","16116600"
"present","workspace","456","17718400"
"present","workspace","457","15962700"
"present","workspace","458","17319500"
"present","workspace","459","17227600"
"present","workspace","460","16954000"
"present","workspace","461","15009300"
"present","workspace","462","17366700"
"present","workspace","463","16146600"
"present","workspace","464","16604000"
"present","workspace","465","17069400"
"present","workspace","466","15922300"
"present","workspace","467","18181500"
"present","workspace","468","17060400"
"present","workspace","469","15468000"
"present","workspace","470","17310500"
"present","workspace","471","16955500"
"present","workspace","472","16182400"
"present","workspace","473","16941400"
"present","workspace","474","16075300"
"present","workspace","475","16457700"
"present","workspace","476","16157100"
"present","workspace","477","18035200"
"present","workspace","478","15470600"
"present","workspace","479","18380000"
"present","workspace","480","14876200"
"present","workspace","481","17355600"
"present","workspace","482","16401300"
"present","workspace","483","16984100"
